index,Rooms,Price,Postcode,BuildingArea,YearBuilt,Lattitude,Longtitude,index.1,zipcode,airbnb price mean,airbnb record count,airbnb weekly price_mean,airbnb monthly price mean,Price_log,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Rooms_0.0,Rooms_1.0,Rooms_2.0,Price_0.0,Price_1.0,Price_2.0,pca1_scaled,pca2_scaled,Type
10,2,700000.0,3067.0,111.0,1986.8,-37.811,145.0067,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.845098040014257,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.848903225938364,-0.9380359965826348,u
11,3,1350000.0,3067.0,190.0,2005.0,-37.8085,144.9964,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.130333768495007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9471118996981438,-1.3032647117591698,h
12,2,750000.0,3067.0,94.0,2009.0,-37.8078,144.9965,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.8750612633917,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8588045643543505,-0.9482179652946607,u
13,2,1172500.0,3067.0,111.0,1986.8,-37.8084,144.9973,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.069112851387121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1242627725701773,-1.3031798320171772,h
14,1,441000.0,3067.0,111.0,1986.8,-37.8016,144.9988,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.644438589467838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3277945912327787,-0.9055549535117665,u
15,2,1310000.0,3067.0,97.0,1890.0,-37.809,144.9976,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.117271295655764,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0808718634741818,-1.2659728744374215,h
16,3,1200000.0,3067.0,110.0,1880.0,-37.8056,144.993,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.079181246047625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0031623793555415,-1.2564480365895438,h
17,3,1176500.0,3067.0,105.0,1890.0,-37.8021,144.9965,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.07059193151204,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9987574612293839,-1.2607715448033918,h
18,3,955000.0,3067.0,111.0,1986.8,-37.8022,144.9975,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.980003371583746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9553405962252906,-1.2977001862967719,h
19,2,890000.0,3067.0,73.0,1985.0,-37.8011,145.0004,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.949390006644912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1233191057474723,-1.303923082526011,h
20,4,1330000.0,3067.0,135.0,1900.0,-37.8073,144.9952,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.123851640967086,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1742485881192657,-1.2523487181180624,h
21,3,900000.0,3067.0,131.8,2010.0,-37.8093,144.9959,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.954242509439325,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0135198463780982,-1.11249682070313,t
22,3,1090000.0,3067.0,27.0,1998.8,-37.8078,144.9965,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.037426497940624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7748537892765487,-0.9374400348240789,u
23,2,500000.0,3067.0,60.0,1970.0,-37.8015,144.9972,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.698970004336019,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8411945953163507,-0.9347096335612622,u
24,2,1100000.0,3067.0,135.0,2013.0,-37.8079,144.9977,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.041392685158225,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1359756734754551,-1.3132758126429434,h
25,2,1315000.0,3067.0,85.0,1900.0,-37.808,144.994,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.118925752825777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0853474589784216,-1.270367522260211,h
26,1,426000.0,3067.0,111.0,1986.8,-37.8016,144.9988,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.629409599102719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3277945912327787,-0.9055549535117665,u
27,3,1447500.0,3067.0,174.0,2012.0,-37.8017,145.0001,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.160618572399474,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.692401110010175,0.2798448832927429,h
28,1,457000.0,3067.0,50.0,1977.6,-37.8078,144.9965,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.65991620006985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.323889381168865,-0.900828898666251,u
29,2,1135000.0,3067.0,128.0,1920.0,-37.8005,144.9952,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.054995861529141,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0940860607665563,-1.2796380764453252,h
30,4,1542000.0,3067.0,111.0,1986.8,-37.7994,144.9965,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.188084373714938,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.8837593590081962,0.2997415659721347,h
31,3,1290000.0,3067.0,18.0,1973.2,-37.805,144.9943,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.110589710299249,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9612662183262879,-1.2921781378600274,h
32,3,1290000.0,3067.0,124.0,1950.0,-37.8007,144.9958,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.110589710299249,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9718990651531245,-1.2841154105353523,h
33,1,470000.0,3067.0,50.0,2013.0,-37.8055,144.9961,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,5.672097857935717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3397124736514647,-0.9149486297205551,u
34,2,1180000.0,3067.0,91.0,1900.0,-37.8016,144.9956,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.071882007306125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0851835795387252,-1.271707835377669,h
35,3,1195000.0,3067.0,128.0,1998.0,-37.8022,144.9954,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.077367905284157,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.950335498063501,-1.3021711243108283,h
36,2,1012500.0,3067.0,82.0,1900.0,-37.8021,144.9976,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.005395031886706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0852056257803295,-1.2714124434724738,h
37,2,1030000.0,3067.0,81.0,1930.0,-37.8086,144.9946,57.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,6.012837224705172,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0988236290089162,-1.2816559942400656,h
38,3,840000.0,3042.0,225.0,2016.0,-37.718,144.878,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.924279286061882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.2131457927708239,-0.7871154674118426,t
39,3,730000.0,3042.0,145.0,1965.0,-37.7203,144.8755,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.863322860120456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1941781245766503,-0.9598936371704382,h
40,3,770000.0,3042.0,145.0,1965.0,-37.7203,144.8755,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.886490725172482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1941781245766503,-0.9598936371704382,h
41,2,603000.0,3042.0,84.0,1950.0,-37.7294,144.888,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.780317312140151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8788343483062416,-0.9578226450273368,h
42,3,700000.0,3042.0,134.0,2009.0,-37.7218,144.8837,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.845098040014257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.21609053134589307,-0.7830711070173623,t
43,3,600000.0,3042.0,116.0,1980.0,-37.7273,144.8744,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.778151250383644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1872449957268165,-0.9641188149470435,h
44,2,500000.0,3042.0,86.0,2011.0,-37.7215,144.8864,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.698970004336019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.630580422697308,-0.6194734600185892,u
45,3,720000.0,3042.0,111.0,1986.8,-37.7173,144.8872,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.857332496431268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1844366392567545,-0.9678791850284797,h
46,4,785000.0,3042.0,127.0,1936.4,-37.7259,144.8792,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.894869656745253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.386920727254823,-0.9361690100070945,h
48,2,450000.0,3042.0,90.0,2015.0,-37.7216,144.871,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.653212513775344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.8661001668736974,-0.7935001323495432,t
49,2,515000.0,3042.0,73.0,2013.0,-37.7298,144.8883,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.711807229041191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6316951787590637,-0.618139177967331,u
50,2,530000.0,3042.0,94.0,2012.0,-37.7234,144.8792,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.724275869600789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6310679539880226,-0.6200693963031761,u
51,3,895000.0,3042.0,133.0,1975.0,-37.7249,144.8728,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.951823035315912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1895655868272124,-0.9629026607377799,h
52,3,805000.0,3042.0,105.0,1950.0,-37.7217,144.8783,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.905795880367869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.200827515888904,-0.9535887991871198,h
53,3,752000.0,3042.0,130.0,1993.0,-37.7302,144.8855,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.876217840591642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5432179294986758,-0.603718521451047,u
54,2,440000.0,3042.0,111.0,1986.8,-37.7177,144.8787,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.643452676486188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6196052327256627,-0.6117898552166788,u
56,3,700000.0,3042.0,133.0,2009.0,-37.727,144.887,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.845098040014257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.21596275645669805,-0.7815593602325233,t
57,3,830000.0,3042.0,113.0,1960.0,-37.7186,144.876,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.919078092376074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1964263447212653,-0.958344254592864,h
58,2,462500.0,3042.0,127.2,2003.0,-37.7218,144.8863,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.665111737075051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6269524293461948,-0.6163327362568416,u
59,3,670000.0,3042.0,111.0,1986.8,-37.7269,144.8742,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.826074802700826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1841988007167827,-0.9668348550619734,h
60,2,675000.0,3042.0,100.0,1975.0,-37.7187,144.8765,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.829303772831025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8897707993530718,-0.970925869467248,h
61,3,1042000.0,3042.0,174.0,1950.0,-37.7173,144.8796,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,6.0178677189635055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2010139368169017,-0.9544629917577555,h
62,3,910000.0,3042.0,111.0,1986.8,-37.7231,144.8835,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.959041392321094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1842938250565411,-0.9668680281689719,h
63,4,773000.0,3042.0,309.0,1980.0,-37.7263,144.8679,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.888179493918325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.3675577351505803,-0.9537149409139626,h
64,3,810000.0,3042.0,192.0,1980.0,-37.7285,144.8694,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.9084850188786495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1873009027878951,-0.9642632331344174,h
65,3,715000.0,3042.0,126.0,1995.0,-37.7164,144.8792,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.854306041801081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.180795764128698,-0.9719523376800239,h
66,3,790000.0,3042.0,111.0,1986.8,-37.7194,144.8827,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.897627091290442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1843842612563962,-0.9678023250931784,h
67,3,540000.0,3042.0,101.0,2010.0,-37.7231,144.8802,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.732393759822968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.21557189208150096,-0.7834863445116452,t
68,3,825000.0,3042.0,102.0,1960.0,-37.72,144.8776,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.9164539485499255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.23807682288213433,-0.7653099134293525,t
69,3,685000.0,3042.0,113.0,1975.0,-37.7226,144.8733,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.835690571492425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.18959929102118,-0.963401093245779,h
70,3,805000.0,3042.0,111.0,1986.8,-37.7184,144.882,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.905795880367869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1844086009995762,-0.9680991157834813,h
71,2,510000.0,3042.0,76.0,1978.6,-37.7202,144.8797,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.707570176097937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6160277452765683,-0.607993945729634,u
72,3,612000.0,3042.0,111.0,1986.8,-37.7181,144.8824,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.786751422145561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1844160321301025,-0.9681323231222771,h
73,3,662000.0,3042.0,111.0,1986.8,-37.7169,144.8815,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.8208579894397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.184445227112977,-0.9684939634131012,h
74,4,978000.0,3042.0,111.0,1986.8,-37.7263,144.869,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.990338854787601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.364282732281975,-0.9563050877683759,h
75,3,720000.0,3042.0,111.0,1986.8,-37.72,144.878,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.857332496431268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1843685729141462,-0.9680928554752114,h
76,4,765000.0,3042.0,111.0,1986.8,-37.7261,144.8785,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.883661435153617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.3642896421338797,-0.9554821509385607,h
77,4,900000.0,3042.0,146.0,1975.0,-37.7256,144.8739,36.0,3042.0,81.57142857142857,35.0,568.2,1800.75,5.954242509439325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.369633789108046,-0.9514879444420336,h
78,2,1275000.0,3206.0,82.0,1900.0,-37.8459,144.9555,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,6.105510184769974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2172670448965406,0.8686398604728384,h
79,2,1455000.0,3206.0,111.0,1986.8,-37.845,144.9538,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,6.162862993321926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.507868106565727,2.4221083022659733,h
80,3,2850000.0,3206.0,198.0,1890.0,-37.8481,144.9499,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,6.45484486000851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.291033470020198,1.771245762547037,h
81,3,1850000.0,3206.0,133.0,1890.0,-37.8452,144.9488,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,6.267171728403014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6150238793208995,2.465657393181942,h
82,2,1436000.0,3206.0,81.0,1900.0,-37.8431,144.9565,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,6.157154439906281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46891933488786536,2.4551188867560234,h
